Hand,Fold,Call,Raise11,Allin75
22,0,0.1,-0.04,-1.64
32o,0,-0.48,-0.83,-4.02
32s,0,-0.27,-0.45,-2.88
33,0,0.05,-0.03,-1.5
42o,0,-0.45,-0.78,-3.94
42s,0,-0.23,-0.39,-2.8
43o,0,-0.38,-0.6,-3.46
43s,0,-0.14,-0.22,-2.35
44,0,0.08,0.05,-1.41
52o,0,-0.43,-0.78,-3.87
52s,0,-0.2,-0.38,-2.73
53o,0,-0.31,-0.57,-3.39
53s,0,-0.07,-0.18,-2.29
54o,0,-0.26,-0.42,-2.94
54s,0,0,-0.01,-1.88
55,0,0.09,0.04,-1.34
62o,0,-0.54,-0.89,-4.33
62s,0,-0.31,-0.5,-3.18
63o,0,-0.41,-0.7,-3.85
63s,0,-0.16,-0.31,-2.73
64o,0,-0.31,-0.52,-3.41
64s,0,-0.05,-0.12,-2.3
65o,0,-0.27,-0.42,-2.98
65s,0,0,-0.01,-1.9
66,0,0.17,0.17,-1.35
72o,0,-0.65,-1.06,-4.78
72s,0,-0.43,-0.67,-3.6
73o,0,-0.55,-0.87,-4.3
73s,0,-0.31,-0.46,-3.16
74o,0,-0.43,-0.68,-3.86
74s,0,-0.18,-0.29,-2.73
75o,0,-0.34,-0.55,-3.45
75s,0,-0.07,-0.14,-2.33
76o,0,-0.28,-0.43,-3.13
76s,0,0,-0.03,-2.05
77,0,0.25,0.25,-1.41
82o,0,-0.65,-1.01,-4.81
82s,0,-0.4,-0.61,-3.63
83o,0,-0.64,-1,-4.82
83s,0,-0.39,-0.6,-3.63
84o,0,-0.58,-0.83,-4.38
84s,0,-0.32,-0.43,-3.2
85o,0,-0.45,-0.7,-3.96
85s,0,-0.16,-0.29,-2.81
86o,0,-0.31,-0.54,-3.62
86s,0,-0.02,-0.14,-2.5
87o,0,-0.29,-0.48,-3.41
87s,0,0,-0.08,-2.3
88,0,0.34,0.34,-1.57
92o,0,-0.65,-1.03,-4.8
92s,0,-0.39,-0.63,-3.6
93o,0,-0.64,-0.98,-4.69
93s,0,-0.38,-0.58,-3.5
94o,0,-0.65,-0.98,-4.71
94s,0,-0.39,-0.59,-3.52
95o,0,-0.56,-0.86,-4.31
95s,0,-0.3,-0.47,-3.14
96o,0,-0.42,-0.69,-3.95
96s,0,-0.14,-0.29,-2.81
97o,0,-0.31,-0.59,-3.73
97s,0,-0.03,-0.19,-2.6
98o,0,-0.3,-0.51,-3.72
98s,0,0,-0.09,-2.56
99,0,0.46,0.46,-1.37
A2o,0,-0.52,-0.61,-1.85
A2s,0,-0.02,-0.05,-0.78
A3o,0,-0.5,-0.56,-1.74
A3s,0,0,-0.01,-0.67
A4o,0,-0.49,-0.54,-1.66
A4s,0,0.01,0.01,-0.6
A5o,0,-0.47,-0.53,-1.6
A5s,0,0.04,0.04,-0.53
A6o,0,-0.53,-0.62,-2.08
A6s,0,-0.01,-0.06,-0.99
A7o,0,-0.53,-0.59,-2.02
A7s,0,0,-0.02,-0.94
A8o,0,-0.52,-0.59,-2.14
A8s,0,0,-0.02,-1.03
A9o,0,-0.5,-0.65,-2.14
A9s,0,0,-0.06,-1.04
AA,0,9.1,17.06,12.93
AJo,0,0,0,-1.03
AJs,0,0.49,0.49,-0.05
AKo,0,1.44,2.22,2.18
AKs,0,2.02,3.32,2.94
AQo,0,0.48,0.52,-0.36
AQs,0,1.08,1.17,0.61
ATo,0,-0.31,-0.42,-2.04
ATs,0,0.16,0.16,-0.93
J2o,0,-0.65,-0.78,-3.82
J2s,0,-0.35,-0.38,-2.7
J3o,0,-0.64,-0.75,-3.72
J3s,0,-0.34,-0.34,-2.6
J4o,0,-0.65,-0.71,-3.64
J4s,0,-0.33,-0.31,-2.52
J5o,0,-0.62,-0.71,-3.6
J5s,0,-0.31,-0.29,-2.48
J6o,0,-0.57,-0.65,-3.7
J6s,0,-0.26,-0.25,-2.58
J7o,0,-0.54,-0.56,-3.43
J7s,0,-0.21,-0.15,-2.33
J8o,0,-0.45,-0.45,-3.25
J8s,0,-0.11,-0.05,-2.13
J9o,0,-0.34,-0.42,-2.97
J9s,0,0,0,-1.86
JJ,0,2.6,3.38,1.54
JTo,0,-0.16,-0.23,-2.79
JTs,0,0.18,0.18,-1.7
K2o,0,-0.55,-0.65,-2.8
K2s,0,-0.16,-0.23,-1.7
K3o,0,-0.53,-0.6,-2.69
K3s,0,-0.14,-0.18,-1.62
K4o,0,-0.52,-0.57,-2.61
K4s,0,-0.12,-0.15,-1.52
K5o,0,-0.48,-0.56,-2.56
K5s,0,-0.09,-0.13,-1.46
K6o,0,-0.43,-0.48,-2.56
K6s,0,-0.04,-0.05,-1.45
K7o,0,-0.45,-0.49,-2.59
K7s,0,-0.04,-0.06,-1.48
K8o,0,-0.46,-0.52,-2.76
K8s,0,-0.06,-0.08,-1.64
K9o,0,-0.41,-0.51,-2.59
K9s,0,0,-0.05,-1.47
KJo,0,0,0,-1.39
KJs,0,0.38,0.38,-0.41
KK,0,6.57,11.65,8.8
KQo,0,0.04,0.04,-0.75
KQs,0,0.45,0.45,0.23
KTo,0,-0.23,-0.28,-2.38
KTs,0,0.14,0.14,-1.27
Q2o,0,-0.6,-0.86,-3.34
Q2s,0,-0.27,-0.44,-2.21
Q3o,0,-0.59,-0.81,-3.23
Q3s,0,-0.26,-0.4,-2.11
Q4o,0,-0.58,-0.77,-3.15
Q4s,0,-0.24,-0.35,-2.03
Q5o,0,-0.56,-0.76,-3.11
Q5s,0,-0.22,-0.35,-1.98
Q6o,0,-0.52,-0.69,-3.12
Q6s,0,-0.17,-0.28,-2
Q7o,0,-0.54,-0.72,-3.23
Q7s,0,-0.19,-0.31,-2.1
Q8o,0,-0.52,-0.66,-3.07
Q8s,0,-0.16,-0.23,-1.91
Q9o,0,-0.45,-0.65,-2.8
Q9s,0,-0.09,-0.2,-1.66
QJo,0,-0.16,-0.26,-1.62
QJs,0,0.18,0.19,-0.63
QQ,0,4.39,7.18,5.33
QTo,0,-0.31,-0.41,-2.63
QTs,0,0.03,0.03,-1.49
T2o,0,-0.7,-0.98,-5.04
T2s,0,-0.41,-0.57,-3.8
T3o,0,-0.69,-0.94,-4.92
T3s,0,-0.39,-0.54,-3.7
T4o,0,-0.68,-0.9,-4.83
T4s,0,-0.38,-0.5,-3.62
T5o,0,-0.67,-0.94,-4.9
T5s,0,-0.37,-0.54,-3.67
T6o,0,-0.58,-0.76,-4.54
T6s,0,-0.27,-0.36,-3.34
T7o,0,-0.48,-0.66,-4.31
T7s,0,-0.17,-0.26,-3.12
T8o,0,-0.37,-0.54,-4.18
T8s,0,-0.04,-0.13,-2.98
T9o,0,-0.34,-0.49,-3.94
T9s,0,0,-0.07,-2.74
TT,0,0.98,0.98,-1.18
